Mega Category (Taxonomy),Level 1 (Taxonomy),Level 2 (Taxonomy),Level 3 (Taxonomy),Supplier Name,Spend
Technology,Telecom,Telecom,Other telecommunications expenses,supplier_4369,1432.25
Business services,Professional services,Subscription & membership,Subscriptions to professional organisations,supplier_4370,571.5
Capital projects,Works contractors,Works contractors,Minor,supplier_4371,88.18
Capital projects,Works contractors,Works contractors,Minor,supplier_4371,-446.63
Capital projects,Works contractors,Works contractors,Minor,supplier_4371,363.13
Capital projects,Works contractors,Works contractors,Minor,supplier_4371,369.07
Capital projects,Works contractors,Works contractors,Minor,supplier_4371,19.82
Capital projects,Works contractors,Works contractors,Minor,supplier_4371,5.45
Capital projects,Works contractors,Works contractors,Minor,supplier_4371,3802.8
Property,Facilities management,Electrical,Test & tag,supplier_4371,115.45
Property,Facilities management,Security & parking,Locksmith services,supplier_4371,88.18
Property,Facilities management,Trade services,Other maintenance services,supplier_4371,13.64
Property,Property management,Real estate,Real estate & property management,supplier_4371,679.16
Property,Property management,Real estate,Real estate & property management,supplier_4371,132.48
Property,Property management,Real estate,Real estate & property management,supplier_4371,10
Property,Property management,Real estate,Real estate & property management,supplier_4371,23.45
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,6
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,823.97
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,36.1
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,30.8
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,62.29
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,1200
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,146
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,12.030000000000001
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,36.35
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,354.48
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,1407659
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,94.44
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,183.82
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,239.9
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,3206.5600000000004
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,2240
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,29.67
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,883.29
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,18.86
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,142.29
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,48.64
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,404.86
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,234.55
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,114.27
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,168.18
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,16.09
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,79.18
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,7.82
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,10171.94
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,30.58
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,1080
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,84.16
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,8.76
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,26.389999999999997
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,3051.31
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,339
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,54.54
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,37.27
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,240.55
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,4.54
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,639
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,112.27
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,3231.2
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,31.72
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,21.36
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,53.32
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,26.64
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,900
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,24.01
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,1327.26
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,12.27
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,366.41
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,85
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,-6586.05
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,66
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,150.79
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,600
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,44.37
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,16.95
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,8.86
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,158.55
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,309.09
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,7.27
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,1880
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,408.8
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,120.24
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,222.1
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,568.1700000000001
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,2545.46
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,21.9
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,809.53
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,11.65
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,50.28
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,549
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,6.14
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,35.33
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,9.51
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,43
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,45.03
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,344.79
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,36.47
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,56.15
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,37.72
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,246.82
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,62.05
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,4036.5
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,20.47
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,4.97
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,38.53
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,7323.62
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4371,117.73
Research,Research consumables,Laboratory reagents & kits,Bottled gases,supplier_4371,1607.73
Research,Research consumables,Laboratory reagents & kits,Bottled gases,supplier_4371,6.8
Research,Research consumables,Laboratory reagents & kits,Bottled gases,supplier_4371,600
Research,Research consumables,Laboratory reagents & kits,Bottled gases,supplier_4371,38.8
Research,Research consumables,Laboratory reagents & kits,Bottled gases,supplier_4371,308.97
Research,Research consumables,Laboratory reagents & kits,Bottled gases,supplier_4371,38.81
Research,Research consumables,Laboratory reagents & kits,Chemicals & drugs,supplier_4371,17950
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,32550
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,60.21
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,273.64
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,930
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,2472.73
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1736.97
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,154.53
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,573.6
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,139.27
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,87.25
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,404.55
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,-170.18
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,772.8
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,712.94
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,220.14
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,62.25
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,340.18
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,7.75
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,33.519999999999996
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,71.9
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1244.32
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,423
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,212.73
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,42.45
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,315.46
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,374
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,6
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,43
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,939.75
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,727.27
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,99.89
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,337.22
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,60.739999999999995
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,28
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1508.78
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,181.82
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,14.09
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,270.18
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,352.74
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,9140
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,44.52
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,9.85
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,65.45
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,-37.35
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,36.34
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,333.64
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,141.2
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,143
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,5.48
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,36.36
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,3.91
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,22
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,9.09
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,161.06
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,88.67
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,400
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,2180.64
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,14.74
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,28.05
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,46.42
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,91.38
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,159.39
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,3307.76
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,3.23
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,35.5
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,36.77
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,4720
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,39.56
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,5.45
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,318.54
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,300
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,6.46
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,22.73
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1575
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,118.55
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,21
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,186.86
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,6829
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,16359
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,5460
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,24.7
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,3220.28
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1678.68
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,6
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,2426.08
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,25.41
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,71.36
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,288
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1967.83
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,11.18
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,6362.73
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,85.84
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1026.24
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,445.91
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,35.5
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,23.9
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,94.32
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,72.89
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,22.7
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,-154.18
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,75000
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,2334
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,174.94
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,49.050000000000004
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,17056
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,119
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,380.76
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,381.96
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,43.839999999999996
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1600
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,9.76
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,-146.05
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,25.99
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,136.36
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,150
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,9.66
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,2167.67
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,476.26
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,2270.3199999999997
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,3942
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,337
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1684.25
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,813.57
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,187
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,3.68
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,18
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,22.55
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,8659.28
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,108.02
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,650
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,2206.3600000000006
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1.96
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1238.05
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,36886
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,9.22
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,4224.71
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,6.42
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,306.8
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,95.91
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,13.17
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,196.5
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,88.18
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,45.45
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,12.65
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,12
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,15.5
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,45.45
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,5
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,46.18
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1823.75
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1689.05
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,70.97
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,56.36
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,107.73
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,27.59
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,6.82
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,311.45
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,267
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,3.86
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,101.55000000000001
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,28239.24
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,24.67
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,2335.97
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1732.47
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,67.82
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1572.73
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,45.45
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,9.1
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,50.49
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,800
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,10.08
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,851.25
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,101.3
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,3297
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,88.98
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,30.4
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,1747.86
Research,Research consumables,"Medical, patient care equipment & supplies",Medical supplies,supplier_4371,6.63
Research,Research equipment,General research equipment,General research equipment maintenance,supplier_4371,549
Research,Research services,Affiliates,Research & medical,supplier_4371,2538.06
Teaching,Teaching services,Teaching services,Lecturers & honoriums,supplier_4371,9100
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,4.15
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,318.18
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,35.92
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,16.78
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,280.91
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,570
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,226
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,25.63
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,54
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,2214.03
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,52.790000000000006
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,3370.91
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,2246.2
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,18.34
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,4250
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,20
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,92
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,179.05
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,3000
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,1377.4299999999998
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,219.03
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,16.52
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,12498
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,369.9
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,178.42
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,91.82
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,1137.75
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,343.64
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,193.18
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,5.3
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,286.65
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4372,1.66
Business services,Professional services,Finance,Loan repayments & investments,supplier_4373,25.45
Business services,Human resources,Human resources,Medical expenses,supplier_4374,119.65
Business services,Office consumables,Office supplies,Other office & workplace supplies,supplier_4374,26.3
Business services,Office consumables,Office supplies,Staff kitchen supplies,supplier_4374,1002
Business services,Office consumables,Office supplies,Staff kitchen supplies,supplier_4374,6.8
Business services,Office consumables,Office supplies,Staff kitchen supplies,supplier_4374,361.83
Business services,Office consumables,Staff supplies,Catering services & supplies,supplier_4374,3334.55
Business services,Professional services,Subscription & membership,Subscriptions to professional organisations,supplier_4374,700
Business services,Professional services,Subscription & membership,Subscriptions to professional organisations,supplier_4374,294.55
Research,Grants,Research Contracts,Domestic Collaborator Payment,supplier_4375,785.44
Research,Research equipment,General research equipment,General research equipment purchase,supplier_4376,163
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,118.97
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,46.65
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,452.61
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,1350
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,44.28
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,619.28
Research,Research consumables,Laboratory consumables & supplies,Consumables,supplier_4376,4.36
